Transaction_ID,Order_Date,Region,Category,Product,Customer_ID,Quantity,Unit_Price,Discount,Revenue,Cost,Profit
TXN-00615,2025-12-24,South,Electronics,Tablet,CUST-0020,1,576.41,0.1,518.77,288.82,229.95
TXN-00594,2025-12-25,South,Furniture,Desk,CUST-0119,7,493.0,0.1,3105.9,2421.0,684.9
TXN-00450,2025-12-25,West,Electronics,Monitor,CUST-0036,6,244.71,0.15,1248.02,737.19,510.83
TXN-00002,2025-12-26,West,Office Supplies,Printer Paper,CUST-0058,5,23.29,0.0,116.45,83.46,32.99
TXN-00447,2025-12-27,South,Furniture,Bookshelf,CUST-0089,5,169.18,0.1,761.31,569.63,191.68
TXN-00148,2025-12-27,East,Office Supplies,Pen Set,CUST-0094,2,38.12,0.1,68.62,46.31,22.31
TXN-00355,2025-12-29,North,Electronics,Tablet,CUST-0098,1,488.84,0.0,488.84,295.74,193.1
TXN-00106,2025-12-29,North,Office Supplies,Notebook,CUST-0039,4,68.27,0.15,232.12,172.73,59.39
TXN-00347,2025-12-29,South,Accessories,USB Hub,CUST-0085,4,123.1,0.0,492.4,393.67,98.73
TXN-00220,2025-12-30,West,Electronics,Tablet,CUST-0135,4,653.01,0.05,2481.44,1389.1,1092.34
TXN-00004,2025-12-30,East,Accessories,USB Hub,CUST-0014,1,25.73,0.15,21.87,17.59,4.28
TXN-00683,2025-12-30,East,Office Supplies,Printer Paper,CUST-0110,2,54.85,0.1,98.73,72.05,26.68
TXN-00567,2025-12-31,West,Furniture,Desk,CUST-0051,3,195.74,0.15,499.14,399.01,100.13
TXN-00108,2025-12-31,East,Furniture,Office Chair,CUST-0042,2,224.64,0.0,449.28,330.61,118.67
